Experiment,Model,Reward,Efficiency (%),Regime,Capacity,Runs
5,ICPURSUITNEURALUCB,8158.28,97.6,T,S2,5-run 
1,ICPURSUITNEURALUCB,2610.34,94.5,T,S2,3-run 
2,ICPURSUITNEURALUCB,3929.27,94.8,T,S2,3-run 
3,ICPURSUITNEURALUCB,5210.47,94.3,T,S2,3-run 
1,ICPURSUITNEURALUCB,2553.69,92.6,T,S2,3-run 
2,ICPURSUITNEURALUCB,3845.13,93.0,T,S2,3-run 
3,ICPURSUITNEURALUCB,5119.37,92.8,T,S2,3-run 
1,ICPURSUITNEURALUCB,2570.58,93.2,T,S2,3-run 
2,ICPURSUITNEURALUCB,3837.19,92.8,T,S2,3-run 
3,ICPURSUITNEURALUCB,5064.2,91.8,T,S2,3-run 
1,ICPURSUITNEURALUCB,2672.94,96.2,T,S2,3-run 
2,ICPURSUITNEURALUCB,4171.8,99.8,T,S2,3-run 
3,ICPURSUITNEURALUCB,5343.27,96.4,T,S2,3-run 
1,ICPURSUITNEURALUCB,2399.49,86.1,T,S2,3-run 
2,ICPURSUITNEURALUCB,4175.77,99.9,T,S2,3-run 
3,ICPURSUITNEURALUCB,5572.95,100.0,T,S2,3-run 
1,ICPURSUITNEURALUCB,2520.93,91.2,T,S1.5,3-run 
2,ICPURSUITNEURALUCB,3804.49,91.8,T,S1.5,3-run 
3,ICPURSUITNEURALUCB,5087.85,92.1,T,S1.5,3-run 
1,ICPURSUITNEURALUCB,2541.99,92.2,T,S1.5,3-run 
2,ICPURSUITNEURALUCB,3827.68,92.6,T,S1.5,3-run 
3,ICPURSUITNEURALUCB,5125.64,92.9,T,S1.5,3-run 
1,ICPURSUITNEURALUCB,2594.57,93.9,T,S1.5,3-run 
2,ICPURSUITNEURALUCB,3885.4,93.8,T,S1.5,3-run 
3,ICPURSUITNEURALUCB,5172.26,93.7,T,S1.5,3-run 
1,ICPURSUITNEURALUCB,2315.33,84.4,T,S1.5,3-run 
2,ICPURSUITNEURALUCB,3827.43,92.6,T,S1.5,3-run 
3,ICPURSUITNEURALUCB,5276.06,95.3,T,S1.5,3-run 
1,ICPURSUITNEURALUCB,2780.1,99.8,T,S1.5,3-run 
2,ICPURSUITNEURALUCB,4173.86,99.8,T,S1.5,3-run 
3,ICPURSUITNEURALUCB,5570.46,99.9,T,S1.5,3-run 
1,ICPURSUITNEURALUCB,2482.24,89.9,Tb,S1,3-run 
2,ICPURSUITNEURALUCB,3787.58,91.4,Tb,S1,3-run 
3,ICPURSUITNEURALUCB,4348.25,78.8,Tb,S1,3-run 
1,ICPURSUITNEURALUCB,2528.84,91.9,Tb,S1,3-run 
2,ICPURSUITNEURALUCB,3687.92,89.1,Tb,S1,3-run 
3,ICPURSUITNEURALUCB,4472.9,81.2,Tb,S1,3-run 
1,ICPURSUITNEURALUCB,2627.63,95.0,Tb,S1,3-run 
2,ICPURSUITNEURALUCB,3785.78,91.5,Tb,S1,3-run 
3,ICPURSUITNEURALUCB,4450.59,80.7,Tb,S1,3-run 
1,ICPURSUITNEURALUCB,2721.54,97.9,Tb,S1,3-run 
2,ICPURSUITNEURALUCB,3786.57,91.5,Tb,S1,3-run 
3,ICPURSUITNEURALUCB,4306.16,78.0,Tb,S1,3-run 
1,ICPURSUITNEURALUCB,2784.15,99.9,Tb,S1,3-run 
2,ICPURSUITNEURALUCB,4021.5,96.2,Tb,S1,3-run 
3,ICPURSUITNEURALUCB,4662.28,83.6,Tb,S1,3-run 
1,ICPURSUITNEURALUCB,2482.24,89.9,Tb,S1,5-run 
2,ICPURSUITNEURALUCB,3787.58,91.4,Tb,S1,5-run 
3,ICPURSUITNEURALUCB,4348.25,78.8,Tb,S1,5-run 
4,ICPURSUITNEURALUCB,6408.69,92.9,Tb,S1,5-run 
5,ICPURSUITNEURALUCB,7658.55,92.4,Tb,S1,5-run 
1,ICPURSUITNEURALUCB,2528.84,91.9,Tb,S1,5-run 
2,ICPURSUITNEURALUCB,3687.92,89.1,Tb,S1,5-run 
3,ICPURSUITNEURALUCB,4472.9,81.2,Tb,S1,5-run 
4,ICPURSUITNEURALUCB,6305.61,91.5,Tb,S1,5-run 
5,ICPURSUITNEURALUCB,7518.76,90.9,Tb,S1,5-run 
1,ICPURSUITNEURALUCB,2627.63,95.0,Tb,S1,5-run 
2,ICPURSUITNEURALUCB,3785.78,91.5,Tb,S1,5-run 
3,ICPURSUITNEURALUCB,4450.59,80.7,Tb,S1,5-run 
4,ICPURSUITNEURALUCB,6462.85,93.7,Tb,S1,5-run 
5,ICPURSUITNEURALUCB,7819.72,94.3,Tb,S1,5-run 
1,ICPURSUITNEURALUCB,2721.54,97.9,Tb,S1,5-run 
2,ICPURSUITNEURALUCB,3786.57,91.5,Tb,S1,5-run 
3,ICPURSUITNEURALUCB,4306.16,78.0,Tb,S1,5-run 
4,ICPURSUITNEURALUCB,6794.71,97.7,Tb,S1,5-run 
5,ICPURSUITNEURALUCB,7107.03,87.3,Tb,S1,5-run 
1,ICPURSUITNEURALUCB,2784.15,99.9,Tb,S1,5-run 
2,ICPURSUITNEURALUCB,4021.5,96.2,Tb,S1,5-run 
3,ICPURSUITNEURALUCB,4662.28,83.6,Tb,S1,5-run 
4,ICPURSUITNEURALUCB,6830.55,98.0,Tb,S1,5-run 
5,ICPURSUITNEURALUCB,8190.15,98.0,Tb,S1,5-run 
1,ICPURSUITNEURALUCB,2490.39,90.2,Tb,S1.5,3-run 
2,ICPURSUITNEURALUCB,3783.72,91.3,Tb,S1.5,3-run 
3,ICPURSUITNEURALUCB,5082.13,92.0,Tb,S1.5,3-run 
1,ICPURSUITNEURALUCB,2541.99,92.2,Tb,S1.5,3-run 
2,ICPURSUITNEURALUCB,3827.68,92.6,Tb,S1.5,3-run 
3,ICPURSUITNEURALUCB,5125.64,92.9,Tb,S1.5,3-run 
1,ICPURSUITNEURALUCB,2594.57,93.9,Tb,S1.5,3-run 
2,ICPURSUITNEURALUCB,3885.4,93.8,Tb,S1.5,3-run 
3,ICPURSUITNEURALUCB,5172.26,93.7,Tb,S1.5,3-run 
1,ICPURSUITNEURALUCB,2315.33,84.4,Tb,S1.5,3-run 
2,ICPURSUITNEURALUCB,3827.43,92.6,Tb,S1.5,3-run 
3,ICPURSUITNEURALUCB,5276.06,95.3,Tb,S1.5,3-run 
1,ICPURSUITNEURALUCB,2780.1,99.8,Tb,S1.5,3-run 
2,ICPURSUITNEURALUCB,4173.86,99.8,Tb,S1.5,3-run 
3,ICPURSUITNEURALUCB,5570.46,99.9,Tb,S1.5,3-run 
1,ICPURSUITNEURALUCB,2516.04,91.1,Tb,S1.5,5-run 
2,ICPURSUITNEURALUCB,3848.89,92.9,Tb,S1.5,5-run 
3,ICPURSUITNEURALUCB,4435.48,80.3,Tb,S1.5,5-run 
4,ICPURSUITNEURALUCB,6377.32,92.4,Tb,S1.5,5-run 
5,ICPURSUITNEURALUCB,7679.29,92.7,Tb,S1.5,5-run 
1,ICPURSUITNEURALUCB,2462.53,89.3,Tb,S1.5,5-run 
2,ICPURSUITNEURALUCB,3693.92,89.3,Tb,S1.5,5-run 
3,ICPURSUITNEURALUCB,4932.07,89.5,Tb,S1.5,5-run 
4,ICPURSUITNEURALUCB,6221.26,90.3,Tb,S1.5,5-run 
5,ICPURSUITNEURALUCB,7475.54,90.4,Tb,S1.5,5-run 
1,ICPURSUITNEURALUCB,2536.53,91.9,Tb,S1.5,5-run 
2,ICPURSUITNEURALUCB,3884.05,93.5,Tb,S1.5,5-run 
3,ICPURSUITNEURALUCB,4550.36,82.3,Tb,S1.5,5-run 
4,ICPURSUITNEURALUCB,6483.1,93.9,Tb,S1.5,5-run 
5,ICPURSUITNEURALUCB,7810.17,94.2,Tb,S1.5,5-run 
1,ICPURSUITNEURALUCB,2631.87,94.7,Tb,S1.5,5-run 
2,ICPURSUITNEURALUCB,3645.42,88.9,Tb,S1.5,5-run 
3,ICPURSUITNEURALUCB,5433.89,97.5,Tb,S1.5,5-run 
4,ICPURSUITNEURALUCB,6264.99,91.5,Tb,S1.5,5-run 
5,ICPURSUITNEURALUCB,8133.33,97.5,Tb,S1.5,5-run 
1,ICPURSUITNEURALUCB,2672.31,95.9,Tb,S1.5,5-run 
2,ICPURSUITNEURALUCB,4023.24,96.2,Tb,S1.5,5-run 
3,ICPURSUITNEURALUCB,5410.37,97.1,Tb,S1.5,5-run 
4,ICPURSUITNEURALUCB,6822.28,97.9,Tb,S1.5,5-run 
5,ICPURSUITNEURALUCB,8189.8,98.0,Tb,S1.5,5-run 
1,ICPURSUITNEURALUCB,2474.04,89.6,Tb,S2,3-run 
2,ICPURSUITNEURALUCB,3759.8,90.8,Tb,S2,3-run 
3,ICPURSUITNEURALUCB,5039.51,91.2,Tb,S2,3-run 
1,ICPURSUITNEURALUCB,2444.9,88.7,Tb,S2,3-run 
2,ICPURSUITNEURALUCB,3845.13,93.0,Tb,S2,3-run 
3,ICPURSUITNEURALUCB,5119.37,92.8,Tb,S2,3-run 
1,ICPURSUITNEURALUCB,2532.68,91.8,Tb,S2,3-run 
2,ICPURSUITNEURALUCB,3914.13,94.2,Tb,S2,3-run 
3,ICPURSUITNEURALUCB,5064.2,91.8,Tb,S2,3-run 
1,ICPURSUITNEURALUCB,2285.72,84.7,Tb,S2,3-run 
2,ICPURSUITNEURALUCB,4171.8,99.8,Tb,S2,3-run 
3,ICPURSUITNEURALUCB,5343.27,96.4,Tb,S2,3-run 
1,ICPURSUITNEURALUCB,2399.49,86.1,Tb,S2,3-run 
2,ICPURSUITNEURALUCB,4175.77,99.9,Tb,S2,3-run 
3,ICPURSUITNEURALUCB,5572.95,100.0,Tb,S2,3-run 
1,ICPURSUITNEURALUCB,2484.48,89.9,Tb,S2,5-run 
2,ICPURSUITNEURALUCB,3779.83,91.2,Tb,S2,5-run 
3,ICPURSUITNEURALUCB,5055.75,91.5,Tb,S2,5-run 
4,ICPURSUITNEURALUCB,6426.94,93.1,Tb,S2,5-run 
5,ICPURSUITNEURALUCB,7661.83,92.5,Tb,S2,5-run 
1,ICPURSUITNEURALUCB,2444.9,88.7,Tb,S2,5-run 
2,ICPURSUITNEURALUCB,3845.13,93.0,Tb,S2,5-run 
3,ICPURSUITNEURALUCB,5119.37,92.8,Tb,S2,5-run 
4,ICPURSUITNEURALUCB,6298.93,91.4,Tb,S2,5-run 
5,ICPURSUITNEURALUCB,7533.76,91.1,Tb,S2,5-run 
1,ICPURSUITNEURALUCB,2532.68,91.8,Tb,S2,5-run 
2,ICPURSUITNEURALUCB,3914.13,94.2,Tb,S2,5-run 
3,ICPURSUITNEURALUCB,5064.2,91.8,Tb,S2,5-run 
4,ICPURSUITNEURALUCB,6304.77,91.5,Tb,S2,5-run 
5,ICPURSUITNEURALUCB,7736.15,93.4,Tb,S2,5-run 
1,ICPURSUITNEURALUCB,2285.72,84.7,Tb,S2,5-run 
2,ICPURSUITNEURALUCB,4171.8,99.8,Tb,S2,5-run 
3,ICPURSUITNEURALUCB,5343.27,96.4,Tb,S2,5-run 
4,ICPURSUITNEURALUCB,6840.01,98.2,Tb,S2,5-run 
5,ICPURSUITNEURALUCB,8129.04,97.4,Tb,S2,5-run 
1,ICPURSUITNEURALUCB,2399.49,86.1,Tb,S2,5-run 
2,ICPURSUITNEURALUCB,4175.77,99.9,Tb,S2,5-run 
3,ICPURSUITNEURALUCB,5572.95,100.0,Tb,S2,5-run 
4,ICPURSUITNEURALUCB,6855.87,98.4,Tb,S2,5-run 
5,ICPURSUITNEURALUCB,8192.08,98.0,Tb,S2,5-run 
